Consulta Dinâmica de Receita 2009
Unidade Gestora;Gestão;Categoria Econômica;Origem;Espécie;Rubrica;Alínea;Subalínea;Exercício;Mês;Receita Prevista;Receita Realizada;Diferença;% Realizado;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS DE OUTRAS ORIGENS";"OUTRAS MULTAS";"DEMAIS MULTAS";"2009";;0,00;80,00;-80,00;0,00;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DE OUTRAS RECEITAS";"MULTAS E JUROS DE MORA E ENCARGOS  DA DÍVIDA ATIVA DO DETRAN";"ENCARGOS DA DÍVIDA ATIVA DO DETRAN";"2009";;136.000,00;186.261,80;-50.261,80;136,96;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DE OUTRAS RECEITAS";"MULTAS E JUROS DE MORA E ENCARGOS  DA DÍVIDA ATIVA DO DETRAN";"JUROS DE MORA DA DÍVIDA ATIVA DO DETRAN";"2009";;84.000,00;159.817,12;-75.817,12;190,26;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DE OUTRAS RECEITAS";"MULTAS E JUROS DE MORA E ENCARGOS  DA DÍVIDA ATIVA DO DETRAN";"MULTAS DA DÍVIDA ATIVA DO DETRAN";"2009";;4.000,00;3.904,36;95,64;97,61;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"RECEITA DA DÍVIDA ATIVA";"RECEITA DA DÍVIDA ATIVA NÃO TRIBUTÁRIA";"RECEITA DA DÍVIDA ATIVA DO DETRAN";"RECEITA DA DÍVIDA ATIVA DO DETRAN";"2009";;900.000,00;960.969,25;-60.969,25;106,77;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"RECEITAS DIVERSAS";"RECEITAS DIVERSAS";"DESCONTOS OBTIDOS";"DESCONTOS OBTIDOS";"2009";;0,00;99.784,68;-99.784,68;0,00;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"RECEITAS DIVERSAS";"RECEITAS DIVERSAS";"OUTRAS RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"2009";;3.062.390,00;4.370.639,89;-1.308.249,89;142,72;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS DE TRÂNSITO";"ACESSO AO SISTEMA DETRAN/DF POR ENTIDADES CREDENCIADAS";"2009";;2.486.000,00;2.571.959,78;-85.959,78;103,46;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS DE TRÂNSITO";"EXAMES CLÍNICOS E PSICOTÉCNICOS";"2009";;303.000,00;291.169,56;11.830,44;96,10;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS DE TRÂNSITO";"OUTROS SERVIÇOS DE TRÂNSITO";"2009";;922.000,00;1.104.047,45;-182.047,45;119,74;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS DE TRÂNSITO";"SERVIÇO DE REGISTRO DE CONTRATOS DE ALIENAÇÃO DE VEICULOS";"2009";;7.942.754,00;6.328.847,00;1.613.907,00;79,68;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS DE TRÂNSITO";"SERVIÇOS DE CONTROLE DE GRAVAMES";"2009";;1.495.748,00;1.435.138,25;60.609,75;95,95;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS DE TRÂNSITO";"SERVIÇOS DE CONTROLE DE SEGURO OBRIGATÓRIO";"2009";;1.616.057,00;939.942,54;676.114,46;58,16;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS DE TRÂNSITO";"SERVIÇOS DE VISTORIA DE VEÍCULOS";"2009";;9.683.000,00;11.047.302,41;-1.364.302,41;114,09;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS DE TRÂNSITO";"TAXA DE AUTO ESCOLA";"2009";;0,00;0,00;0,00;0,00;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS DE TRÂNSITO";"TAXA DE CONDUTORES";"2009";;22.064.000,00;24.122.279,92;-2.058.279,92;109,33;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS DE TRÂNSITO";"TAXA DE DEPÓSITO DE VEÍCULOS";"2009";;2.482.000,00;2.725.046,70;-243.046,70;109,79;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS DE TRÂNSITO";"TAXA DE LICENCIAMENTO E CADASTRAMENTO";"2009";;50.829.523,00;43.339.503,51;7.490.019,49;85,26;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS DE TRÂNSITO";"TAXA DE VEÍCULOS";"2009";;27.656.000,00;27.923.163,31;-267.163,31;100,97;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS DE TRÂNSITO";"TAXAS DIVERSAS";"2009";;13.000,00;0,00;13.000,00;0,00;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"DIVIDENDOS";"EMPRESAS";"EMPRESAS";"2009";;32.000,00;379.994,88;-347.994,88;1.187,48;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS NÃO VINCULADOS";"REM.DEP.BANCÁRIOS RECURSOS PRÓPRIOS FHB, FEPECS E FUNDO TRANSP.";"2009";;0,00;6.375,02;-6.375,02;0,00;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS";"REM.DEP.BANCÁRIOS -  CONTRATOS E CONVÊNIOS";"2009";;0,00;53.021,11;-53.021,11;0,00;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS CORRENTES";"TRANSFERÊNCIAS CORRENTES";"TRANSFERÊNCIAS  DE CONVÊNIOS";"TRANSFERÊNCIAS  DE CONVÊNIOS DO DISTRITO FEDERAL";"OUTRAS TRANSFERÊNCIAS  DE CONVÊNIOS ENTRE ÓRGÃOS DO DISTRITO FEDERAL";"OUTRAS TRANSFERÊNCIAS  DE CONVÊNIOS ENTRE ÓRGÃOS DO DISTRITO FEDERAL";"2009";;0,00;48.066,67;-48.066,67;0,00;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS DE CAPITAL";"ALIENAÇÃO DE BENS";"ALIENAÇÃO DE BENS MÓVEIS";"ALIENAÇÃO DE OUTROS BENS MÓVEIS";"ALIENAÇÃO DE OUTROS BENS MÓVEIS";"ALIENAÇÃO DE OUTROS BENS MÓVEIS";"2009";;0,00;370.923,21;-370.923,21;0,00;
"DEPARTAMENTO DE TRÂNSITO DO DF";"DEPARTAMENTO DE TRANSITO DO DF";"RECEITAS INTRA-ORÇAMENTÁRIAS CORRENTES";"RECEITA  INTRA-ORÇAMENTÁRIAS DE SERVIÇOS";"RECEITA  INTRA-ORÇAMENTÁRIAS DE SERVIÇOS";"RECEITA  INTRA-ORÇAMENTÁRIAS DE SERVIÇOS";"SERVIÇOS INTRA-ORÇAMENTÁRIOS DE TRÂNSITO";"TAXA DE LICENCIAMENTO E CADASTRAMENTO";"2009";;1.003.000,00;0,00;1.003.000,00;0,00;
"DEPTO DE ESTRADAS DE RODAGEM DO DF - DER/DF";"DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DF";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"INDENIZAÇÕES E RESTITUIÇÕES";"INDENIZAÇÕES";"OUTRAS INDENIZAÇÕES";"OUTRAS INDENIZAÇÕES";"2009";;3.000,00;0,00;3.000,00;0,00;
"DEPTO DE ESTRADAS DE RODAGEM DO DF - DER/DF";"DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DF";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"INDENIZAÇÕES E RESTITUIÇÕES";"RESTITUIÇÕES";"OUTRAS RESTITUIÇÕES";"OUTRAS RESTITUIÇÕES";"2009";;50.000,00;116.356,73;-66.356,73;232,71;
"DEPTO DE ESTRADAS DE RODAGEM DO DF - DER/DF";"DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DF";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS DE OUTRAS ORIGENS";"MULTAS E JUROS PREVISTOS EM CONTRATOS";"MULTA P/ATRASO NA ENTREGA MATERIAL OU SERVIÇO";"2009";;500,00;0,00;500,00;0,00;
"DEPTO DE ESTRADAS DE RODAGEM DO DF - DER/DF";"DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DF";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS DE OUTRAS ORIGENS";"MULTAS PREVISTAS NA LEGISLAÇÃO DE TRÂNSITO";"MULTAS DE TRÂNSITO - PMDF/DER";"2009";;28.600.000,00;30.379.510,66;-1.779.510,66;106,22;
"DEPTO DE ESTRADAS DE RODAGEM DO DF - DER/DF";"DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DF";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DE OUTRAS RECEITAS";"MULTAS DE TAXA DE OCUPAÇÃO";"MULTAS DE TAXA DE OCUPAÇÃO - DER";"2009";;5.000,00;0,00;5.000,00;0,00;
"DEPTO DE ESTRADAS DE RODAGEM DO DF - DER/DF";"DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DF";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"RECEITAS DIVERSAS";"RECEITAS DIVERSAS";"OUTRAS RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"2009";;8.000,00;0,00;8.000,00;0,00;
"DEPTO DE ESTRADAS DE RODAGEM DO DF - DER/DF";"DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DF";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS ADMINISTRATIVOS";"SERVIÇOS DE FOTOCÓPIAS E/OU CÓPIAS HELIOGRÁFICAS";"2009";;1.200,00;224,40;975,60;18,70;
"DEPTO DE ESTRADAS DE RODAGEM DO DF - DER/DF";"DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DF";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS ADMINISTRATIVOS";"SERVIÇOS DE VENDA DE EDITAIS";"2009";;2.000,00;454,60;1.545,40;22,73;
"DEPTO DE ESTRADAS DE RODAGEM DO DF - DER/DF";"DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DF";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"PARTICIPAÇÕES";"PARTICIPAÇÕES";"PARTICIPAÇÕES";"2009";;1.500,00;0,00;1.500,00;0,00;
"DEPTO DE ESTRADAS DE RODAGEM DO DF - DER/DF";"DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DF";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS";"REM.DEP.BANCÁRIOS -  CONTRATOS E CONVÊNIOS";"2009";;2.199.224,00;2.868.080,90;-668.856,90;130,41;
"DEPTO DE ESTRADAS DE RODAGEM DO DF - DER/DF";"DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DF";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"ALUGUÉIS";"ALUGUÉIS DE IMÓVEIS";"REC. UTILIZ. ESPAÇO LOGR. PUB. E USO ÁREA PÚB";"2009";;200.000,00;893.342,58;-693.342,58;446,67;
"DEPTO DE ESTRADAS DE RODAGEM DO DF - DER/DF";"DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DF";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"ALUGUÉIS";"ALUGUÉIS DE IMÓVEIS";"USO DO PAVILHÃO DE FEIRAS E EXPOSIÇÕES  - SETUR";"2009";;0,00;0,00;0,00;0,00;
"DEPTO DE ESTRADAS DE RODAGEM DO DF - DER/DF";"DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DF";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS IMOBILIÁRIAS";"TAXA DE OCUPAÇÃO DE IMÓVEIS";"TAXA DE OCUPAÇÃO DE IMÓVEIS- DER";"TAXA DE OCUPAÇÃO DE IMÓVEIS- DER";"2009";;20.000,00;71.821,59;-51.821,59;359,11;
"DEPTO DE ESTRADAS DE RODAGEM DO DF - DER/DF";"DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DF";"RECEITAS DE CAPITAL";"ALIENAÇÃO DE BENS";"ALIENAÇÃO DE BENS MÓVEIS";"ALIENAÇÃO DE OUTROS BENS MÓVEIS";"ALIENAÇÃO DE OUTROS BENS MÓVEIS";"ALIENAÇÃO DE OUTROS BENS MÓVEIS";"2009";;570.561,00;570.560,29;0,71;100,00;
"DEPTO DE ESTRADAS DE RODAGEM DO DF - DER/DF";"DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DF";"RECEITAS DE CAPITAL";"TRANSFERÊNCIAS DE CAPITAL";"TRANSFERÊNCIA DE CONVÊNIO";"TRANSFERÊNCIAS  DE CONVÊNIOS DA UNIÃO E SUAS ENTIDADES";"DEMAIS TRANSFERÊNCIAS  DE CONVÊNIOS -";"DEMAIS TRANSFERÊNCIAS  DE CONVÊNIOS -";"2009";;0,00;62.370.783,64;-62.370.783,64;0,00;
"DEPTO DE ESTRADAS DE RODAGEM DO DF - DER/DF";"DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DF";"RECEITAS DE CAPITAL";"TRANSFERÊNCIAS DE CAPITAL";"TRANSFERÊNCIA DE CONVÊNIO";"TRANSFERÊNCIAS  DE CONVÊNIOS DA UNIÃO E SUAS ENTIDADES";"TRANSFERÊNCIAS  DE CONVÊNIOS PROGRAMA INFRA-ESTRUTURA EM TRANSPORTE";"TRANSFERÊNCIAS  DE CONVÊNIOS PROGRAMA INFRA-ESTRUTURA EM TRANSPORTE";"2009";;93.996.860,00;0,00;93.996.860,00;0,00;
"DEPTO DE ESTRADAS DE RODAGEM DO DF - DER/DF";"DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DF";"RECEITAS DE CAPITAL";"TRANSFERÊNCIAS DE CAPITAL";"TRANSFERÊNCIA DE CONVÊNIO";"TRANSFERÊNCIAS  DE CONVÊNIOS DO DISTRITO FEDERAL";"OUTRAS TRANSFERÊNCIAS  DE CONVÊNIOS ENTRE ÓRGÃOS DO DISTRITO FEDERAL";"OUTRAS TRANSFERÊNCIAS  DE CONVÊNIOS ENTRE ÓRGÃOS DO DISTRITO FEDERAL";"2009";;119.999.995,00;49.168.760,54;70.831.234,46;40,97;
"DFTRANS - TRANSPORTE URBANO DO DISTRITO FEDERAL";"DFTRANS - TRANSPORTE URBANO DO DISTRITO FEDERAL";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS DE OUTRAS ORIGENS";"MULTAS DECORRENTES DA OPERAÇÃO DE TRANSPORTE RODOVIÁRIO";"MULTAS DO SISTEMA DE TRANSPORTE COLETIVO DF";"2009";;0,00;0,00;0,00;0,00;
"DFTRANS - TRANSPORTE URBANO DO DISTRITO FEDERAL";"DFTRANS - TRANSPORTE URBANO DO DISTRITO FEDERAL";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS ADMINISTRATIVOS";"SERVIÇOS DE PREÇO PÚBLICOS";"2009";;0,00;7.215,55;-7.215,55;0,00;
"DFTRANS - TRANSPORTE URBANO DO DISTRITO FEDERAL";"DFTRANS - TRANSPORTE URBANO DO DISTRITO FEDERAL";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS ADMINISTRATIVOS";"SERVIÇOS DE VISTORIA DE VEÍCULOS";"2009";;0,00;0,00;0,00;0,00;
"DFTRANS - TRANSPORTE URBANO DO DISTRITO FEDERAL";"DFTRANS - TRANSPORTE URBANO DO DISTRITO FEDERAL";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS DE TRANSPORTE";"TRANSPORTE RODOVIÁRIO";"2009";;7.376.322,00;14.313.260,03;-6.936.938,03;194,04;
"DFTRANS - TRANSPORTE URBANO DO DISTRITO FEDERAL";"DFTRANS - TRANSPORTE URBANO DO DISTRITO FEDERAL";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS NÃO VINCULADOS";"REM.DEP.BANCÁRIOS RECURSOS PRÓPRIOS FHB, FEPECS E FUNDO TRANSP.";"2009";;0,00;1.165.458,70;-1.165.458,70;0,00;
"DFTRANS - TRANSPORTE URBANO DO DISTRITO FEDERAL";"DFTRANS - TRANSPORTE URBANO DO DISTRITO FEDERAL";"RECEITAS DE CAPITAL";"ALIENAÇÃO DE BENS";"ALIENAÇÃO DE BENS MÓVEIS";"ALIENAÇÃO DE OUTROS BENS MÓVEIS";"ALIENAÇÃO DE OUTROS BENS MÓVEIS";"ALIENAÇÃO DE OUTROS BENS MÓVEIS";"2009";;0,00;33.865,00;-33.865,00;0,00;
"DFTRANS - TRANSPORTE URBANO DO DISTRITO FEDERAL";"FUNDO DE TRANSPORTE PUBLICO COLETIVO DO DF";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS DE OUTRAS ORIGENS";"MULTAS DECORRENTES DA OPERAÇÃO DE TRANSPORTE RODOVIÁRIO";"MULTAS DO SISTEMA DE TRANSPORTE COLETIVO DF";"2009";;3.928.000,00;1.357.948,35;2.570.051,65;34,57;
"DFTRANS - TRANSPORTE URBANO DO DISTRITO FEDERAL";"FUNDO DE TRANSPORTE PUBLICO COLETIVO DO DF";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS ADMINISTRATIVOS";"SERVIÇOS DE PREÇO PÚBLICOS";"2009";;0,00;65.092,30;-65.092,30;0,00;
"DFTRANS - TRANSPORTE URBANO DO DISTRITO FEDERAL";"FUNDO DE TRANSPORTE PUBLICO COLETIVO DO DF";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS ADMINISTRATIVOS";"SERVIÇOS DE VISTORIA DE VEÍCULOS";"2009";;340.000,00;0,00;340.000,00;0,00;
"DFTRANS - TRANSPORTE URBANO DO DISTRITO FEDERAL";"FUNDO DE TRANSPORTE PUBLICO COLETIVO DO DF";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS DE TRANSPORTE";"TRANSPORTE RODOVIÁRIO";"2009";;0,00;0,00;0,00;0,00;
"DFTRANS - TRANSPORTE URBANO DO DISTRITO FEDERAL";"FUNDO DE TRANSPORTE PUBLICO COLETIVO DO DF";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITA DE CONCESSÕES E PERMISSÕES";"RECEITA DE CONTRATO DE PERMISSÃO DE USO";"PELA CONCESSÃO DE DIREITO REAL DE USO E CONCESSÃO DE USO";"PELA CONCESSÃO DE DIREITO REAL DE USO E CONCESSÃO DE USO";"2009";;35.364.294,00;35.450.815,68;-86.521,68;100,24;
"DFTRANS - TRANSPORTE URBANO DO DISTRITO FEDERAL";"FUNDO DE TRANSPORTE PUBLICO COLETIVO DO DF";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS NÃO VINCULADOS";"REM.DEP.BANCÁRIOS RECURSOS PRÓPRIOS FHB, FEPECS E FUNDO TRANSP.";"2009";;0,00;2.950.419,43;-2.950.419,43;0,00;
"EMPRESA BRASILIENSE DE TURISMO - BRASILIATUR";"EMPRESA BRASILIENSE DE TURISMO - BRASILIATUR";"DEDUÇÕES/RESTITUIÇÕES DA RECEITA";"DEDUÇÃO DA RECEITA DE VENDAS E SERVIÇOS";"* COFINS";"* COFINS";"* COFINS";"* COFINS";"2009";;0,00;-514.826,25;514.826,25;0,00;
"EMPRESA BRASILIENSE DE TURISMO - BRASILIATUR";"EMPRESA BRASILIENSE DE TURISMO - BRASILIATUR";"DEDUÇÕES/RESTITUIÇÕES DA RECEITA";"DEDUÇÃO DA RECEITA DE VENDAS E SERVIÇOS";"* IMPOSTO SOBRE SERVIÇOS";"* IMPOSTO SOBRE SERVIÇOS";"* IMPOSTO SOBRE SERVIÇOS";"* IMPOSTO SOBRE SERVIÇOS";"2009";;0,00;-67.740,30;67.740,30;0,00;
"EMPRESA BRASILIENSE DE TURISMO - BRASILIATUR";"EMPRESA BRASILIENSE DE TURISMO - BRASILIATUR";"DEDUÇÕES/RESTITUIÇÕES DA RECEITA";"DEDUÇÃO DA RECEITA DE VENDAS E SERVIÇOS";"* PASEP";"* PASEP";"* PASEP";"* PASEP";"2009";;0,00;-111.771,51;111.771,51;0,00;
"EMPRESA BRASILIENSE DE TURISMO - BRASILIATUR";"EMPRESA BRASILIENSE DE TURISMO - BRASILIATUR";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS DE OUTRAS ORIGENS";"MULTAS E JUROS PREVISTOS EM CONTRATOS";"MULTA P/ATRASO NA ENTREGA MATERIAL OU SERVIÇO";"2009";;0,00;382,10;-382,10;0,00;
"EMPRESA BRASILIENSE DE TURISMO - BRASILIATUR";"EMPRESA BRASILIENSE DE TURISMO - BRASILIATUR";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS ADMINISTRATIVOS";"SERVIÇOS DE VENDA DE EDITAIS";"2009";;0,00;150,00;-150,00;0,00;
"EMPRESA BRASILIENSE DE TURISMO - BRASILIATUR";"EMPRESA BRASILIENSE DE TURISMO - BRASILIATUR";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS NÃO VINCULADOS";"REM.DEP.BANCÁRIOS - EMPRESAS";"2009";;0,00;461.112,99;-461.112,99;0,00;
"EMPRESA BRASILIENSE DE TURISMO - BRASILIATUR";"EMPRESA BRASILIENSE DE TURISMO - BRASILIATUR";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS";"REM.DEP.BANCÁRIOS -  CONTRATOS E CONVÊNIOS";"2009";;0,00;102.699,48;-102.699,48;0,00;
